,title,imdb_user_review,imdb_critic_review,tomato_critic_review,tomato_user_review
2617,Paddleton,7.2,70,N/A,90
2618,Paris Is Us,4.6,N/A,N/A,43
2619,Shonar Pahar,8.1,N/A,N/A,N/A
2620,The Prince,6.8,N/A,N/A,N/A
2621,The Unknown Known,7,69,N/A,82
2622,Trespass Against Us,5.8,50,N/A,N/A
2623,The Civil War,9,N/A,N/A,N/A
2624,Magnus,7.1,52,N/A,43
2625,Secrets of Chatsworth,7.4,N/A,N/A,N/A
2626,Secrets of Henry VIII's Palace: Hampton Court,7.3,N/A,N/A,N/A
2627,Secrets of Her Majesty's Secret Service,6.6,N/A,N/A,N/A
2628,Secrets of Highclere Castle,7.5,N/A,N/A,N/A
2629,Secrets of the Tower of London,7.2,N/A,N/A,N/A
2630,The Drug King,6.1,N/A,N/A,80
2631,The Intent 2: The Come Up,3.7,N/A,N/A,50
2632,Forgotten,7.4,N/A,N/A,32
2633,Lincoln Rhyme: Hunt for the Bone Collector,6.9,N/A,N/A,N/A
2634,The Bachelors,6.8,54,N/A,N/A
2635,Trevor Noah: Afraid of the Dark,7.2,N/A,N/A,100
2636,Being Elmo: A Puppeteer's Journey,7.6,71,N/A,N/A
2637,Kevin James: Sweat the Small Stuff,7.5,N/A,N/A,84
2638,Blood Suckers from Outer Space,4.8,N/A,N/A,100
2639,The Breadwinner,7.7,78,N/A,95
2640,Mirza's Lady,4.6,52,N/A,62
2641,All Light Will End,4,N/A,N/A,73
2642,Await Further Instructions,4.8,N/A,N/A,80
2643,Manusangada,8.4,N/A,N/A,N/A
2644,Viking Destiny,4.2,25,N/A,13
2645,On Body and Soul,7.6,77,N/A,90
2646,The Bros,6,N/A,N/A,30
2647,Trash Fire,5.8,42,N/A,69
2648,Postcards from London,5.1,42,N/A,53
2649,Spy Kids 4-D: All the Time in the World,3.5,37,N/A,N/A
2650,Dismissed,5.7,N/A,N/A,50
2651,Fullmetal Alchemist,8.5,N/A,N/A,N/A
2652,Memoir of a Murderer,7.1,N/A,N/A,76
2653,Boy Missing,6.4,N/A,N/A,N/A
2654,Growing Up Wild,7.3,N/A,N/A,84
2655,Tini: The New Life of Violetta,5.5,N/A,N/A,N/A
2656,Gantz: O,7.1,N/A,N/A,N/A
2657,Abominable Christmas,5.4,N/A,N/A,N/A
2658,Dear Dracula,5.2,N/A,N/A,36
2659,Genius,8.4,N/A,N/A,71
2660,Brave Miss World,7,N/A,N/A,67
2661,India: A Love Story,6.8,N/A,N/A,N/A
2662,Kill Ratio,4.1,N/A,N/A,0
2663,Madaari,7.5,N/A,N/A,78
2664,Rocky Handsome,6.8,N/A,N/A,0
2665,Three,7.3,N/A,N/A,67
2666,Black Sea,6.4,62,N/A,80
2667,The Super,5.9,47,N/A,40
2668,Agustín Aristarán: Soy Rada,6.8,N/A,N/A,N/A
2669,Irreplaceable You,6.4,34,N/A,32
2670,Milk,7.5,84,N/A,93
2671,Operator,4.3,N/A,N/A,45
2672,Iron Man & Hulk: Heroes United,4.7,N/A,N/A,N/A
2673,Alone in Berlin,6.5,52,N/A,57
2674,Aile Arasinda,7.7,N/A,N/A,N/A
2675,Anchor and Hope,6.4,67,N/A,75
2676,Awe!,7.8,N/A,N/A,89
2677,Ayana,7.6,N/A,N/A,N/A
2678,Friendship,6.7,N/A,N/A,N/A
2679,Candyflip,6.2,N/A,N/A,N/A
2680,Chameli,7,N/A,N/A,56
2681,#SquadGoals,4,N/A,N/A,N/A
2682,Fatso,6.3,N/A,N/A,33
2683,Hjørdis,7.3,N/A,N/A,N/A
2684,Travel Mates,6.1,N/A,N/A,N/A
2685,Neevevaro,6.8,N/A,N/A,N/A
2686,Never Heard,5.3,N/A,N/A,90
2687,Outlawed,5,N/A,N/A,N/A
2688,Pyaar Ke Side Effects,6.7,N/A,N/A,72
2689,Sur,6.4,N/A,N/A,N/A
2690,The Breaker Upperers,5.9,76,N/A,89
2691,Deadly Detention,3.4,N/A,N/A,N/A
2692,Ugly Aur Pagli,3.7,N/A,N/A,N/A
2693,Sen Benim HerSeyimsin,6.3,N/A,N/A,N/A
2694,Yucatán,5.4,N/A,N/A,N/A
2695,Asura,6.6,64,N/A,80
2696,Dagadi Chaawl,6.2,N/A,N/A,N/A
2697,Fakta Ladh Mhana,6.4,N/A,N/A,N/A
2698,Matichya Chuli,6.8,N/A,N/A,N/A
2699,Morya,7.2,N/A,N/A,N/A
2700,Premachi Goshta,7.2,N/A,N/A,N/A
2701,Alai Payuthey,8.3,N/A,N/A,N/A
2702,Sarivar Sari,7.2,N/A,N/A,N/A
2703,Solomon Kane,6.1,48,N/A,67
2704,Tukaram,7.2,N/A,N/A,N/A
2705,Zenda,7,N/A,N/A,N/A
2706,A Heavy Heart,7.1,N/A,N/A,50
2707,"Aram, Aram",6.5,N/A,N/A,N/A
2708,La coppia dei campioni,3.7,N/A,N/A,N/A
2709,The Fury of a Patient Man,6.8,N/A,N/A,100
2710,The Memory of Water,6.1,N/A,N/A,27
2711,Grass,6.8,77,N/A,75
2712,"Ken Jeong: You Complete Me, Ho",5.7,N/A,N/A,N/A
2713,Chris Rock: Tamborine,6.5,N/A,N/A,100
2714,Love Per Square Foot,7.2,N/A,N/A,67
2715,Girlfriend's Day,5.2,N/A,N/A,N/A
2716,Katherine Ryan: In Trouble,6.9,N/A,N/A,85
2717,El Alien y yo,5.5,N/A,N/A,N/A
2718,Sister Code,4.6,N/A,N/A,31
2719,Merantau,6.7,N/A,N/A,62
2720,10 Years,6.1,61,N/A,N/A
2721,Clouds of Sils Maria,6.7,79,N/A,90
2722,We the Animals,6.9,82,N/A,93
2723,Mais Forte que o Mundo: A História de José Aldo,7.1,N/A,N/A,N/A
2724,David Brent: Life on the Road,6.3,54,N/A,58
2725,Metallica: Some Kind of Monster,7.5,74,N/A,89
2726,About a Boy,7,75,N/A,93
2727,Billy Elliot,7.7,74,N/A,85
2728,Cats & Dogs: The Revenge of Kitty Galore,4.3,30,N/A,N/A
2729,Dear Ex,7.4,N/A,N/A,89
2730,E-Cigarettes: Miracle or Menace?,7.2,N/A,N/A,N/A
2731,Guilty,5.5,N/A,N/A,40
2732,Have You Seen the Listers?,6.8,N/A,N/A,N/A
2733,Heal,6.9,N/A,N/A,66
2734,Lego DC Comics: Batman Be-Leaguered,6.6,N/A,N/A,48
2735,LEGO Friends: Girls on a Mission,7.1,N/A,N/A,N/A
2736,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,5.8,N/A,N/A,N/A
2737,Malicious,5,N/A,N/A,21
2738,Ninja Assassin,6.3,34,N/A,25
2739,Personal Shopper,6.1,77,N/A,81
2740,The Edge of Seventeen,7.3,77,N/A,94
2741,The Witch Files,4.4,N/A,N/A,32
2742,Truckbhar Swapna,6.3,N/A,N/A,N/A
2743,Velvet Buzzsaw,5.7,61,N/A,62
2744,Why Are We Getting So Fat?,6.8,N/A,N/A,N/A
2745,42 Grams,7,N/A,N/A,100
2746,Æon Flux,5.5,36,N/A,N/A
2747,Before the Flood,8.3,63,N/A,N/A
2748,Emo the Musical,6.1,N/A,N/A,75
2749,How the Beatles Changed the World,6.8,N/A,N/A,76
2750,The Wound,6.7,80,N/A,N/A
2751,The Master,7.2,86,N/A,N/A
2752,National Parks Adventure,7,N/A,N/A,100
2753,Newness,6.4,50,N/A,69
2754,Paint It Black,5.6,71,N/A,N/A
2755,Revolting Rhymes,7.6,N/A,N/A,85
2756,Camelia La Texana,7.6,N/A,N/A,N/A
2757,The Fourth Direction,6.5,N/A,N/A,63
2758,Dilwale,5.2,N/A,N/A,33
2759,New Year's Eve,5.7,22,N/A,N/A
2760,Haraamkhor,6.4,N/A,N/A,63
2761,Heroes Wanted,4.6,N/A,N/A,17
2762,Indiscretion of an American Wife,6.2,N/A,N/A,N/A
2763,La última fiesta,4.5,N/A,N/A,N/A
2764,Maroon,5.1,N/A,N/A,N/A
2765,The Hurt Business,6.4,N/A,N/A,38
2766,The Reconquest,6.6,N/A,N/A,N/A
2767,Zapped,5.1,N/A,N/A,6
2768,A Family Reunion Christmas,5.5,N/A,N/A,N/A
2769,It Comes At Night,6.2,78,N/A,87
2770,Entanglement,5.8,54,N/A,N/A
2771,Mariah Carey's Merriest Christmas,4.9,N/A,N/A,N/A
2772,Spectral,6.3,N/A,N/A,75
2773,Spectral,6.3,N/A,N/A,N/A
2774,From Paris with Love,6.5,42,N/A,38
2775,Saaho,5.2,N/A,N/A,9
2776,Gara-Gara Bola,5.5,N/A,N/A,N/A
2777,The Art of the Steal,6.3,53,N/A,44
2778,The Dancer,6.5,44,N/A,N/A
2779,The Unwilling,4.1,N/A,N/A,N/A
2780,What's Up with Love?,7.8,N/A,N/A,N/A
2781,Delhi Belly,7.6,66,N/A,88
2782,Mumbai Diaries,7,55,N/A,N/A
2783,El Camino Christmas,5.7,N/A,N/A,40
2784,Jaal,5.7,N/A,N/A,N/A
2785,Jaane Tu... Ya Jaane Na,7.5,N/A,N/A,N/A
2786,Lagaan: Once Upon a Time in India,8.1,84,N/A,95
2787,Papa the Great,5.4,N/A,N/A,N/A
2788,Peepli Live,8.2,N/A,N/A,86
2789,Shikari,6.7,N/A,N/A,N/A
2790,Like Stars on Earth,8.4,N/A,N/A,91
2791,Söz,6.7,N/A,N/A,75
2792,Kickboxer: Vengeance,4.9,37,N/A,41
2793,Other People,6.8,67,N/A,85
2794,Imagine That,5.6,54,N/A,N/A
2795,Nothing to Lose 2,3.5,N/A,N/A,N/A
2796,Natale a 5 stelle,4.5,N/A,N/A,33
2797,Dumplin',6.6,53,N/A,N/A
2798,Mowgli: Legend of the Jungle,6.5,51,N/A,53
2799,Pine Gap,7.2,N/A,N/A,N/A
2800,The American Meme,7.2,60,N/A,94
2801,Banana Island Ghost,6.4,N/A,N/A,N/A
2802,Marriage Story,8,94,N/A,N/A
2803,No Game No Life: Zero,7.5,N/A,N/A,71
2804,Slow Country,3.7,N/A,N/A,N/A
2805,The Rum Diary,6.2,56,N/A,N/A
2806,Wives on Strike,5.2,N/A,N/A,N/A
2807,Wives on Strike: The Revolution,4.3,N/A,N/A,N/A
2808,Yes or No,6.8,N/A,N/A,N/A
2809,The Star Wars Holiday Special,2.1,N/A,N/A,N/A
2810,Blue Jay,7.3,69,N/A,90
2811,Meet the Patels,7.2,70,N/A,N/A
2812,Reggie Watts: Spatial,6.1,N/A,N/A,N/A
2813,The Model,5.8,58,N/A,71
2814,Breath,6.7,71,N/A,N/A
2815,Craig Ferguson: Tickle Fight,6.6,N/A,N/A,87
2816,The Good Neighbor,6.3,32,N/A,N/A
2817,Bill Burr: I'm Sorry You Feel That Way,8.4,N/A,N/A,N/A
2818,Step Up,6.5,48,N/A,N/A
2819,God's Not Dead: A Light in Darkness,4.5,33,N/A,N/A
2820,The Cakemaker,7.2,74,N/A,98
2821,Mercenary for Justice,4.1,N/A,N/A,29
2822,A Very Murray Christmas,5.5,N/A,N/A,68
2823,Reservation,6.2,N/A,N/A,57
2824,Adrishya,5.3,N/A,N/A,N/A
2825,Ahista Ahista,7,N/A,N/A,54
2826,Albert Pinto Ko Gussa Kyun Aata Hai?,5.9,N/A,N/A,N/A
2827,"Amar, Akbar and Anthony",7.5,N/A,N/A,86
2828,Anwar,6.7,N/A,N/A,N/A
2829,Barah Aana,6.8,N/A,N/A,52
2830,The Chef,8,N/A,N/A,92
2831,Baazaar,6.6,N/A,N/A,N/A
2832,Bhagam Bhag,6.4,N/A,N/A,64
2833,Bhoot,6.5,N/A,N/A,67
2834,Bobby,7,54,N/A,N/A
2835,Come on My Brother,4.7,N/A,N/A,N/A
2836,Child's Play,5.8,48,N/A,N/A
2837,Hush Hush,8.4,N/A,N/A,92
2838,Deadline: Sirf 24 Ghante,6.3,N/A,N/A,N/A
2839,Dhamaal,7.3,N/A,N/A,66
2840,Die Another Day,6.1,56,N/A,57
2841,Don,7.2,N/A,N/A,N/A
2842,Encounter: The Killing,6.6,N/A,N/A,N/A
2843,Ghayal,7.6,N/A,N/A,N/A
2844,Ghulam-E-Musthafa,6.7,N/A,N/A,44
2845,Gol Maal,8.6,N/A,N/A,93
2846,GoldenEye,7.2,65,N/A,78
2847,Hotchpotch: Fun Unlimited,7.4,N/A,N/A,75
2848,Heartbreakers,6.2,47,N/A,100
2849,Hera Pheri,8.2,N/A,N/A,43
2850,How High 2,2.9,N/A,N/A,30
2851,Sweetheart,6.1,40,N/A,N/A
2852,Jail,6.2,N/A,N/A,50
2853,John Day,5.7,N/A,N/A,N/A
2854,Twins,6,N/A,N/A,31
2855,Kaalia,6.8,N/A,N/A,70
2856,Katha,7.9,N/A,N/A,94
2857,Khoobsurat,6.4,N/A,N/A,N/A
2858,Koshish,8.6,N/A,N/A,87
2859,Kuldip Patwal: I Didn't Do It!,6.8,N/A,N/A,N/A
2860,Why Did I Fall in Love?,5.6,N/A,N/A,42
2861,Masoom,8.5,N/A,N/A,94
2862,Will You Marry Me?,6.7,N/A,N/A,65
2863,Loyal Servant,7.3,N/A,N/A,83
2864,Phullu,6,N/A,N/A,0
2865,Rajnigandha,7.3,N/A,N/A,N/A
2866,Ram Teri Ganga Maili,6.7,N/A,N/A,43
2867,Ramji Londonwaley,6.7,N/A,N/A,N/A
2868,Red Dawn,5.4,31,N/A,46
2869,Road to Sangam,7.4,N/A,N/A,85
2870,Saath Saath,7.1,N/A,N/A,N/A
2871,Sadma,8.4,N/A,N/A,94
2872,Sangam,7.5,N/A,N/A,78
2873,Seven on Seven,7.2,N/A,N/A,82
2874,Shiva,8.1,N/A,N/A,45
2875,Swami,6.6,N/A,N/A,57
2876,The Dark Side of Life: Mumbai City,6.3,N/A,N/A,N/A
2877,The Great Gambler,6.5,N/A,N/A,68
2878,The World Is Not Enough,6.4,57,N/A,N/A
2879,Tomorrow Never Dies,6.5,52,N/A,57
2880,Traffic Signal,6.5,N/A,N/A,N/A
2881,"Trikal (Past, Present, Future)",7,N/A,N/A,N/A
2882,Union Leader,7.2,N/A,N/A,N/A
2883,Veerey Ki Wedding,2.8,N/A,N/A,67
2884,Vodka Diaries,5.6,N/A,N/A,0
2885,Zed Plus,6.4,N/A,N/A,N/A
2886,Zed Plus,6.4,N/A,N/A,N/A
2887,Bill Hicks: Relentless,8.7,N/A,N/A,N/A
2888,Bill Hicks: Revelations,8.6,N/A,N/A,N/A
2889,Bill Hicks: Sane Man,8.5,N/A,N/A,N/A
2890,Sam Kinison: Breaking the Rules,7.3,N/A,N/A,N/A
2891,The Sam Kinison Family Entertainment Hour,6.7,N/A,N/A,N/A
2892,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,7,N/A,N/A,95
2893,The Seven Deadly Sins: Prisoners of the Sky,7.1,N/A,N/A,N/A
2894,Tim Allen: Men Are Pigs,5.9,N/A,N/A,N/A
2895,Tim Minchin and the Heritage Orchestra,8.4,N/A,N/A,N/A
2896,Tim Minchin So F**king Rock,8.1,N/A,N/A,N/A
2897,Todd Glass: Talks About Stuff,6.1,N/A,N/A,N/A
2898,Tom Papa: Live in New York City,7.1,N/A,N/A,N/A
2899,Born Strong,7.2,N/A,N/A,N/A
2900,Born Strong,7.2,N/A,N/A,N/A
2901,Women at War,8,N/A,N/A,N/A
2902,Fun Mom Dinner,5.2,46,N/A,33
2903,Geronimo Stilton,6.6,N/A,N/A,N/A
2904,The Messengers,5.4,34,N/A,N/A
2905,Twice - IMDb,5.4,N/A,N/A,N/A
2906,You Can Tutu,4.1,N/A,N/A,N/A
2907,Dog Eat Dog,4.7,53,N/A,20
2908,Sr. Pig,5.7,N/A,N/A,N/A
2909,Anesthesia,6.1,55,N/A,25
2910,The Autopsy of Jane Doe,6.8,65,N/A,86
2911,Goon: Last of the Enforcers,5.8,48,N/A,43
2912,The First Temptation of Christ,4.6,N/A,N/A,N/A
2913,Tiffany Haddish: Black Mitzvah,6.1,N/A,N/A,N/A
2914,War on Everyone,5.8,50,N/A,61
2915,Wish Man,7.1,N/A,N/A,89
2916,Silencer,3.8,N/A,N/A,24
2917,Diary of a Chambermaid,7.5,N/A,N/A,87
2918,Rezeta,5.6,N/A,N/A,86
2919,Lawless,7.3,58,N/A,N/A
2920,Shelter,7.6,66,N/A,4
2921,The Climb,6.9,N/A,N/A,73
2922,Shrek the Musical,7.1,N/A,N/A,80
2923,A Twelve-Year Night,7.6,N/A,N/A,80
2924,AVICII - True Stories,7.6,N/A,N/A,83
2925,Life Ki Toh Lag Gayi,5.4,N/A,N/A,N/A
2926,Oasis: Supersonic,7.9,71,N/A,84
2927,When Angels Sleep,5.4,N/A,N/A,N/A
2928,Fifty,6,N/A,N/A,N/A
2929,Blitz Patrollie,6.3,N/A,N/A,N/A
2930,El Pepe: A Supreme Life,7.1,N/A,N/A,N/A
2931,The Secret Life of Pets 2,6.5,55,N/A,60
2932,At First Light,5.5,49,N/A,54
2933,Bibi & Tina: Tohuwabohu total,4.2,N/A,N/A,N/A
2934,Pusher,7.4,72,N/A,83
2935,The App,2.6,N/A,N/A,0
2936,Left Behind,3.1,12,N/A,16
2937,The Innocents,6.2,N/A,N/A,N/A
2938,You,7.8,N/A,N/A,35
2939,Mr. Roosevelt,6.2,73,N/A,N/A
2940,Todd Barry: Spicy Honey,6.7,N/A,N/A,N/A
2941,Walk With Me,6.2,55,N/A,N/A
2942,Marco Polo: One Hundred Eyes,7.8,N/A,N/A,90
2943,Doom: Annihilation,3.6,N/A,N/A,50
2944,Fireworks,7.8,N/A,N/A,N/A
2945,Grand-Daddy Day Care,4.8,N/A,N/A,N/A
2946,Jarhead: Law of Return,6,N/A,N/A,26
2947,MFKZ,6.7,48,N/A,41
2948,Sweetheart,5.8,N/A,N/A,94
2949,Avengers: Infinity War,8.5,68,N/A,85
2950,Catchfire,5.4,N/A,N/A,50
2951,The Preacher's Wife,5.6,N/A,N/A,N/A
2952,John Mulaney & the Sack Lunch Bunch,7.5,N/A,N/A,N/A
2953,The Little Hours,5.8,69,N/A,78
2954,Watership Down,7.6,64,N/A,N/A
2955,Creep 2,6.4,75,N/A,100
2956,Myths & Monsters,7.9,N/A,N/A,N/A
2957,7:19,6,N/A,N/A,100
2958,Garfunkel and Oates: Trying to Be Special,7.4,N/A,N/A,N/A
2959,Lo and Behold: Reveries of the Connected World,7,76,N/A,93
2960,Jacob's Ladder,7.5,62,N/A,N/A
2961,I Am Vengeance,4.3,N/A,N/A,N/A
2962,Mr. Church,7.6,37,N/A,N/A
2963,Bright,6.3,29,N/A,28
2964,Chale Chalo: The Lunacy of Film Making,8.6,N/A,N/A,N/A
2965,Back of the Net,5,N/A,N/A,50
2966,Lost in London,6.2,N/A,N/A,N/A
2967,Bad Seeds,7.3,N/A,N/A,N/A
2968,Bird Box,6.6,51,N/A,63
2969,The Last Hangover,6.2,N/A,N/A,56
2970,What Still Remains,4.7,N/A,N/A,90
2971,Desire,5.5,N/A,N/A,22
2972,Figures of Speech,6.8,N/A,N/A,N/A
2973,Being Mrs Elliot,5.7,N/A,N/A,N/A
2974,Iyore,6.9,N/A,N/A,N/A
2975,The Two Popes,7.6,75,N/A,89
2976,2036 Origin Unknown,4.4,N/A,N/A,36
2977,23:59,4.7,N/A,N/A,21
2978,We Wish You a Metal Christmas,7.5,N/A,N/A,N/A
2979,Imperfect,8.1,N/A,N/A,N/A
2980,Lang Tong,5.1,N/A,N/A,N/A
2981,Ms J Contemplates Her Choice,4.9,N/A,N/A,N/A
2982,48 Christmas Wishes,4,N/A,N/A,19
2983,Jeremiah Tower: The Last Magnificent,6.4,68,N/A,84
2984,Jeremiah Tower: The Last Magnificent,6.4,68,N/A,N/A
2985,Daemonium: Soldier of the Underworld,4.1,N/A,N/A,N/A
2986,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,7.4,N/A,N/A,N/A
2987,George of the Jungle 2,3.3,N/A,N/A,17
2988,Leo the Lion,1.4,N/A,N/A,N/A
2989,Xuehua shenjian,1.4,N/A,N/A,N/A
2990,Santa's Apprentice,6.4,N/A,N/A,N/A
2991,Teefa In Trouble,7.3,N/A,N/A,91
2992,The Lobster,7.2,82,N/A,87
2993,When Harry Met Sejal,5.3,N/A,N/A,10
2994,Temple,6.9,N/A,N/A,N/A
2995,For the Love of Spock,7.6,74,N/A,100
2996,White Girl,5.7,65,N/A,72
2997,Yoga Hosers,4.3,23,N/A,23
2998,Ascharyachakit!,5,N/A,N/A,N/A
2999,Miss Me This Christmas,4.3,N/A,N/A,11
3000,Russell Howard: Recalibrate,7.4,N/A,N/A,N/A
3001,The Women's Balcony,6.5,74,N/A,N/A
3002,You Can't Fight Christmas,4.6,N/A,N/A,N/A
3003,Miss Stevens,6.6,65,N/A,91
3004,Total Frat Movie,4.3,N/A,N/A,52
3005,Ellen DeGeneres: Relatable,6.5,N/A,N/A,92
3006,The Humanity Bureau,4.8,N/A,N/A,25
3007,Some Freaks,6.2,67,N/A,N/A
3008,Mike Epps: Don't Take It Personal,4.2,N/A,N/A,N/A
3009,Pee-Wee's Playhouse Christmas Special,7.3,N/A,N/A,N/A
3010,Ronny Chieng: Asian Comedian Destroys America,7.4,N/A,N/A,N/A
3011,Lilli,5.8,N/A,N/A,N/A
3012,A Christmas Moose Miracle,6.8,N/A,N/A,N/A
3013,Skin Trade,5.6,39,N/A,25
3014,Bob's Broken Sleigh,4.7,N/A,N/A,N/A
3015,My Little Pony: Equestria Girls - Rainbow Rocks,6.9,N/A,N/A,86
3016,Burlesque,6.4,47,N/A,36
3017,"Iti, Tomari Dhaka",6.9,N/A,N/A,N/A
3018,The Danish Girl,7.1,66,N/A,67
3019,Andhadhun,8.3,N/A,N/A,100
3020,Dragons: Dawn of the Dragon Racers,7,N/A,N/A,N/A
3021,Kill the Messenger,6.9,60,N/A,N/A
3022,Maps to the Stars,6.2,67,N/A,61
3023,Springsteen on Broadway,8.5,N/A,N/A,96
3024,The Theory of Everything,7.7,72,N/A,N/A
3025,God of War,9.6,N/A,N/A,80
3026,Barry,8.3,N/A,N/A,N/A
3027,Sister Cities,6.8,N/A,N/A,81
3028,A Family Man,6.5,21,N/A,N/A
3029,Bangistan,4.5,N/A,N/A,38
3030,Dil Chahta Hai,8.1,N/A,N/A,95
3031,Dil Dhadakne Do,6.8,N/A,N/A,64
3032,Don 2,7.1,49,N/A,69
3033,The Game,7.8,61,N/A,N/A
3034,Girls und Panzer,7.5,N/A,N/A,N/A
3035,Honeymoon Travels Pvt. Ltd.,6.1,N/A,N/A,N/A
3036,HOPE one in a billion,4.3,N/A,N/A,N/A
3037,Isoken,6.1,N/A,N/A,N/A
3038,Karthik Calling Karthik,7,N/A,N/A,80
3039,Aim,7.9,N/A,N/A,86
3040,Luck by Chance,7,58,N/A,80
3041,Potato Potahto,4,N/A,N/A,N/A
3042,Rock On!!,7.8,N/A,N/A,N/A
3043,Scooby-Doo on Zombie Island,7.8,N/A,N/A,86
3044,Talaash,7.2,65,N/A,80
3045,Zindagi Na Milegi Dobara,8.1,N/A,N/A,N/A
3046,F.R.E.D.I.,5,N/A,N/A,N/A
3047,I See You,7.7,N/A,N/A,N/A
3048,The Bad Education Movie,5.8,N/A,N/A,63
3049,Vanjagar Ulagam,6.2,N/A,N/A,N/A
3050,1920,6.4,N/A,N/A,31
3051,Blackway,5.3,N/A,N/A,20
3052,Brave New Jersey,5.3,45,N/A,47
3053,Breaking Free,6.6,N/A,N/A,N/A
3054,Christmas Inheritance,5.7,N/A,N/A,43
3055,Christmas Inheritance,5.7,N/A,N/A,N/A
3056,Discovering Bigfoot,3.9,N/A,N/A,N/A
3057,Freeway: Crack in the System,7.1,N/A,N/A,N/A
3058,Ice,4.6,N/A,N/A,N/A
3059,Ice,4.6,N/A,N/A,N/A
3060,Mantostaan,6.2,N/A,N/A,N/A
3061,Mantra,6.9,N/A,N/A,N/A
3062,Muramba,8,N/A,N/A,N/A
3063,Pottersville,5.4,N/A,N/A,0
3064,Rise of the Zombie,3.6,N/A,N/A,0
3065,Seoul Searching,7,63,N/A,75
3066,"Sexo, pudor y lágrimas",6.7,N/A,N/A,N/A
3067,Under an Arctic Sky,7.1,N/A,N/A,N/A
3068,3 Türken & ein Baby,5.5,N/A,N/A,N/A
3069,Eddie - Strongman,7.5,N/A,N/A,N/A
3070,Sadqay Tumhare,7.4,N/A,N/A,N/A
3071,Sand Storm,6.8,74,N/A,N/A
3072,The Monster of Mangatiti,6.2,N/A,N/A,N/A
3073,Rome,8.7,N/A,N/A,95
3074,Samson,4.4,17,N/A,40
3075,At All Costs,6.5,N/A,N/A,38
3076,6 Underground,6.1,41,N/A,N/A
3077,A Trip to Jamaica,5.5,N/A,N/A,N/A
3078,My Wife and I,3.5,N/A,N/A,N/A
3079,Silent Hill: Revelation,5,16,N/A,N/A
3080,The 9th Precinct,5.5,N/A,N/A,N/A
3081,Jack Whitehall: Christmas with My Father,5.9,N/A,N/A,N/A
3082,Judd Apatow: The Return,6.2,N/A,N/A,N/A
3083,The Trip,8,82,N/A,83
3084,The Unknown Girl,6.5,65,N/A,71
3085,Viceroy's House,6.7,53,N/A,N/A
3086,Ricardo O'Farrill: Abrazo navideño,5.6,N/A,N/A,N/A
3087,Get Santa,6.2,52,N/A,N/A
3088,The Short Game,7.4,51,N/A,84
3089,The Sky Is Pink,7.6,55,N/A,68
3090,Standoff,6.1,36,N/A,20
3091,Red Christmas,4.3,52,N/A,45
3092,The Hatred,3.6,N/A,N/A,N/A
3093,Asperger's Are Us,6.7,N/A,N/A,N/A
3094,The Ridiculous 6,4.8,18,N/A,0
3095,Good and Prosperous,4.6,N/A,N/A,N/A
3096,Michelle Wolf: Joke Show,7.1,N/A,N/A,100
3097,Gehenna: Where Death Lives,5,N/A,N/A,50
3098,Goldstone,6.5,78,N/A,N/A
3099,Susanne Bartsch: On Top,6.6,71,N/A,100
3100,A Cinderella Story: Christmas Wish,5.2,N/A,N/A,41
3101,A Night at the Roxbury,6.3,26,N/A,N/A
3102,Austin Powers in Goldmember,6.2,62,N/A,54
3103,Austin Powers: International Man of Mystery,7,51,N/A,71
3104,Austin Powers: The Spy Who Shagged Me,6.6,59,N/A,52
3105,Baby Dolls,7.2,N/A,N/A,N/A
3106,Cut Bank,6,44,N/A,37
3107,Strange Behavior,5.7,N/A,N/A,0
3108,High End Yaariyaan,5.6,N/A,N/A,N/A
3109,Hustle & Flow,7.3,68,N/A,N/A
3110,Jindua,6.6,N/A,N/A,40
3111,Mahi NRI,6.2,N/A,N/A,N/A
3112,Martin Lawrence Live: Runteldat,5.4,40,N/A,39
3113,Primal Fear,7.7,47,N/A,N/A
3114,Qismat,8.4,N/A,N/A,87
3115,Searching for Sugar Man,8.2,79,N/A,95
3116,Sweet Virginia,6.2,72,N/A,N/A
3117,The Adventures of Sharkboy and Lavagirl,8,N/A,N/A,N/A
3118,The Departed,8.5,85,N/A,91
3119,The Tribes of Palos Verdes,5.8,49,N/A,64
3120,Thug Life,5.8,N/A,N/A,40
3121,Wandering Stars,7.1,N/A,N/A,N/A
3122,Why Me?,6.2,N/A,N/A,N/A
3123,A Beautiful Life,6.7,N/A,N/A,67
3124,Accident,3.2,N/A,N/A,N/A
3125,Battle,6,N/A,N/A,60
3126,Blind Detective,6.5,N/A,N/A,55
3127,Bobby Robson: More Than a Manager,8.2,N/A,N/A,100
3128,Break Up 100,5.8,N/A,N/A,N/A
3129,Chal Bhaag,4.4,N/A,N/A,N/A
3130,Crossroads: One Two Jaga,6.5,N/A,N/A,N/A
3131,Don't Go Breaking My Heart,6.5,N/A,N/A,N/A
3132,Don't Go Breaking My Heart 2,5.5,N/A,N/A,N/A
3133,Faraar,5.3,N/A,N/A,N/A
3134,Chek dou,5.5,N/A,N/A,N/A
3135,Hellboy,5.2,31,N/A,81
3136,Line Walker,6.1,N/A,N/A,44
3137,Look for a Star,5.6,N/A,N/A,41
